37,300078,Наша модель мотивации персонала,"['корпоративная социальная сеть', 'корпоративный портал', 'мотивация сотрудников', 'управление персоналом', '\n                Блог компании Супереон\n              ', '\n                Управление сообществом\n              ', '\n                Управление продуктом\n              ', '\n                Управление персоналом\n              ']",data\habr/post__300078.txt
38,300080,"Повальный гнев, или Почему мы наслаждаемся гневом?","['гнев', 'злость', 'ярость', 'эмоции', 'эмоциональность', 'негативные мысли', 'негатив', 'управление энергией', 'самоосознанность', 'самообладание', 'интернет', 'глобализация', '\n                Блог компании TESTutor\n              ', '\n                GTD\n              ']",data\habr/post__300080.txt
39,300082,Благодаря интернету продажи музыки выросли впервые за 20 лет,"['youtube', 'spotify', 'apple music', 'продажи музыки', 'интернет-сервисы', 'стриминговые сервисы', 'музыкальная индустрия', 'скачать музыку', 'CD', 'потоковое аудио', '\n                Монетизация веб-сервисов\n              ']",data\habr/post__300082.txt
40,300086,"Мой опыт поиска подработки, или как студенту прожить на одну стипендию","['фриланс биржы', 'первая работа', 'опыт', 'подработка', 'дополнительный доход', '\n                Фриланс\n              ']",data\habr/post__300086.txt
41,300088,Что Марк Цукерберг и компания презентовали на первом дне f8,"['f8', 'Марк Цукерберг', 'facebook', '\n                Конференции\n              ']",data\habr/post__300088.txt
42,300090,Интернет вещей для бизнес-объектов (часть 3),"['IoT', 'Интернет вещей', 'сеть объектов', 'развитие Интернета', 'информационные коммуникации', '\n                Исследования и прогнозы в IT\n              ', '\n                Учебный процесс в IT\n              ']",data\habr/post__300090.txt
43,300092,Пользователи читают текст о вашей компании: Как это происходит на самом деле,"['контент-маркетинг', 'нативная реклама', 'реклама', 'relap', 'тексты', 'текст', 'user experience', '\n                Блог компании Surfingbird\n              ', '\n                Веб-аналитика\n              ', '\n                Интернет-маркетинг\n              ', '\n                Контент-маркетинг\n              ']",data\habr/post__300092.txt
44,300094,Что мы знаем о китах,"['аналитика', 'аналитика приложений', 'монетизация приложений', 'монетизация игр', '\n                Блог компании devtodev\n              ', '\n                Монетизация игр\n              ', '\n                Интернет-маркетинг\n              ', '\n                Аналитика мобильных приложений\n              ']",data\habr/post__300094.txt
45,300096,"Бизнес-персона: ветеран топ-менеджмента Пекка Рантала (экс-Nokia, экс-Rovio)","['angry birds', 'rovio', 'мобильные игры', 'карьерный рост', 'nokia', 'мобильные устройства', 'сокращение штата', 'бизнес-персона', '\n                Монетизация IT-систем\n              ', '\n                Монетизация игр\n              ']",data\habr/post__300096.txt
46,300098,Монетизация мобильных игр. Данные исследования Swrve,"['byyd', 'mobile', 'monetization', 'мобильные игры', 'монетизация', 'потребительское поведение', '\n                Блог компании BYYD\n              ', '\n                Монетизация игр\n              ', '\n                Аналитика мобильных приложений\n              ']",data\habr/post__300098.txt
47,300100,Logitech поглотила производителя акссесуаров Jaybird за $50 млн,"['jaybird', 'Logitech', 'слияния и поглощения', '\n                Бизнес-модели\n              ']",data\habr/post__300100.txt
48,300102,Google выбрала 30 победителей $20 млн гранта для помощи людям с ограниченными возможностями,"['google', 'стартапы', 'инвестиции', 'гранты', '\n                Развитие стартапа\n              ']",data\habr/post__300102.txt
49,300104,"Контент — царь, но контекст — бог","['контент', 'контекст', 'маркетинг', 'реклама', '\n                Управление e-commerce\n              ', '\n                Карьера в IT-индустрии\n              ', '\n                Бизнес-модели\n              ']",data\habr/post__300104.txt
50,300106,"​«Как преуспеть в бизнесе, нарушая все правила» — объясняем книгу Дэна Кеннеди","['саммари', 'makeright', 'бизнес', 'саморазвитие', 'личностный рост', '\n                Блог компании MakeRight\n              ', '\n                Карьера в IT-индустрии\n              ', '\n                Бизнес-модели\n              ']",data\habr/post__300106.txt
51,300108,Бродкастер для MacBook. Старт блога,"['бродкастер', 'mac', 'video', '\n                Блог компании Mac Broadcaster\n              ']",data\habr/post__300108.txt
52,300110,Как легально получать информацию о пользователях сайта из их соц. сетей,"['социальные сети', 'информация о пользователях', 'автоматизация', '\n                Блог компании Carrot quest\n              ', '\n                Growth Hacking\n              ', '\n                Интернет-маркетинг\n              ', '\n                Контент-маркетинг\n              ']",data\habr/post__300110.txt
53,300112,"Почему я люблю уродливые, небрежные интерфейсы — и вы, вероятно, тоже","['Дизайн', 'Интерфейсы', '\n                Читальный зал\n              ']",data\habr/post__300112.txt
54,300114,Как создавались и монетизировались три самых популярных развлекательных портала в России,"['монетизация интернет-проектов', 'развлекательный контент', 'сайты', 'заработок в интернете', 'онлайн-сми', 'реклама в интернете', '\n                Монетизация веб-сервисов\n              ', '\n                Интернет-маркетинг\n              ', '\n                Контекстная реклама\n              ']",data\habr/post__300114.txt
55,300116,Как вывести Saas-сервис на внешний рынок: 6 полезных советов,"['saas сервисы', 'выход на зарубежный рынок', 'советы', 'ringostat', 'коллтрекинг', 'call tracking', '\n                Блог компании Ringostat\n              ', '\n                Управление проектами\n              ', '\n                Управление продуктом\n              ', '\n                Управление продажами\n              ']",data\habr/post__300116.txt
56,300118,Forbes 2016: в рейтинге 200 самых богатых бизнесменов России появилось два «новичка» из IT-отрасли,"['рейтинг', 'forbes', 'богатейшие предприниматели', 'павел дуров', 'бизнемены', 'капитал', 'вконтакте', 'telegram', 'яндекс', 'ibs group', '\n                Исследования и прогнозы в IT\n              ', '\n                Финансы в IT\n              ']",data\habr/post__300118.txt
57,300120,Relap.io — отзывы: 5 медиаплощадок Рунета о работе с рекомендательным сервисом,"['relap', 'отзывы', 'медиа', 'сми', 'рекомендательные системы', 'нативная реклама', 'заработок', '\n                Блог компании Surfingbird\n              ', '\n                Веб-аналитика\n              ', '\n                Монетизация веб-сервисов\n              ', '\n                Повышение конверсии\n              ', '\n                Управление медиа\n              ']",data\habr/post__300120.txt
58,300124,Сервис по проверке личности пользователей Onfido получил $25 млн инвестиций,"['Onfido', 'стартапы', 'инвестиции в стартапы', 'airbnb', '\n                Венчурные инвестиции\n              ']",data\habr/post__300124.txt
59,300126,Западня для медицинских стартапов,"['стартапы', 'GVA', 'gvalg', 'gvalaunchgurus', 'стартапы; команда; опыт', '\n                Блог компании GVA\n              ', '\n                Венчурные инвестиции\n              ', '\n                Бизнес-модели\n              ']",data\habr/post__300126.txt
60,300128,"Заседание продолжается: Google все-таки «объяснит» российским властям, как работает экосистема Android","['google', 'яндекс', 'антимонопольное законодательство', 'фас', 'android', 'предустановленные сервисы', 'рынок смартфонов', 'судебное разбирательство', '\n                Законодательство в IT\n              ']",data\habr/post__300128.txt
61,300130,Сооснователь Cruise неправомерно требует $500 млн за свою долю при сделке с General Motors,"['cruise automation', 'general motors', 'слияния и поглощения', 'судебные разбирательства', 'судебные иски', '\n                Законодательство в IT\n              ']",data\habr/post__300130.txt
62,300132,VLOG программиста о программировании и жизни в Германии,"['vlog', 'влог', 'германия', 'эммиграция', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300132.txt
63,300134,Facebook наняла бывшего директора агентства передовых оборонных исследовательских проектов Регину Дуган,"['регина дуган', 'карьера в it', 'darpa', 'google', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300134.txt
64,300136,Бродкастер для MacBook. После F8,"['бродкастер', 'mac', 'facebook', 'live streaming', '\n                Блог компании Mac Broadcaster\n              ']",data\habr/post__300136.txt
65,300140,3 шаблона для follow up писем после собеседования,"['карьера', 'работа', 'поиск работы', 'собеседование', 'сопроводительное письмо', 'построение карьеры', 'резюме', 'письма', 'email', '\n                Блог компании icanchoose.ru\n              ', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300140.txt
66,300142,Много шума из ничего: корпоративная пресса и рекламные каталоги не могут найти себе места в законе «О СМИ»,"['закон о сми', 'поправки к законам', 'законопроекты', 'роскомнадзор', 'иностранный капитал', 'корпоративные издания', 'рекламные каталоги', '\n                Законодательство в IT\n              ']",data\habr/post__300142.txt
67,300144,Акционеры не поделили Vimpelcom Ltd,"['vimpelcom ltd', 'вымпелком', 'Hutchison Whampoa', 'letterone', 'telenor', 'акции', 'контрольный пакет акций', 'передел', 'миноритарии', '\n                Финансы в IT\n              ']",data\habr/post__300144.txt
68,300146,Uber прошёл точку безубыточности в США и Канаде,"['uber', 'lyft', 'прибыльность', 'поездки', '\n                Монетизация мобильных приложений\n              ']",data\habr/post__300146.txt
69,300148,Как проходит рабочий день аккаунт-менеджера,"['аккаунт', 'рабочий процесс', '\n                Блог компании Kokoc Group\n              ', '\n                Управление проектами\n              ', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300148.txt
70,300152,Завершилось онлайн интервью с Сергеем Юрловым,"['Канопус', 'Canopus', 'Advapay', 'интервью', '\n                Блог компании Advapay\n              ']",data\habr/post__300152.txt
71,300154,11 шагов к хорошему интернет-магазину. Сегментируйте предложение,"['ui/ux', 'интернет-маркетинг', 'интернет-магазин', 'интернет-торговля', 'сегментация', '\n                GTD\n              ', '\n                Управление e-commerce\n              ']",data\habr/post__300154.txt
72,300156,Apple может ввести платное размещение приложений в поиске App Store,"['app store', 'apple', 'приложения', '\n                Бизнес-модели\n              ']",data\habr/post__300156.txt
73,300160,Китай занял второе место по доходам с iOS в мире,"['app store', 'appannie', 'google play', 'китайский рынок', '\n                Монетизация игр\n              ', '\n                Аналитика мобильных приложений\n              ']",data\habr/post__300160.txt
74,300162,"Всё, что в области инфотехнологий говорят о маркетинге, не имеет отношения к действительности","['маркетинг', 'контент', 'контекст', 'контентный маркетинг', 'вовлекающий маркетинг', 'интернет-маркетинг', 'традиционный маркетинг', 'реклама', '\n                Интернет-маркетинг\n              ', '\n                Медийная реклама\n              ', '\n                Контекстная реклама\n              ', '\n                Контент-маркетинг\n              ', '\n                Брендинг\n              ']",data\habr/post__300162.txt
75,300164,Интернет вещей для бизнес-объектов (часть 4),"['IoT', 'Интернет вещей', 'сеть объектов', 'развитие Интернета', 'информационные коммуникации', '\n                Исследования и прогнозы в IT\n              ', '\n                Учебный процесс в IT\n              ']",data\habr/post__300164.txt
76,300166,Интернет вещей для бизнес-объектов (часть 5),"['IoT', 'Интернет вещей', 'сеть объектов', 'развитие Интернета', 'информационные коммуникации', '\n                Исследования и прогнозы в IT\n              ', '\n                Учебный процесс в IT\n              ']",data\habr/post__300166.txt
77,300168,Интернет вещей для бизнес-объектов (часть 6),"['IoT', 'Интернет вещей', 'сеть объектов', 'развитие Интернета', 'информационные коммуникации', '\n                Исследования и прогнозы в IT\n              ', '\n                Учебный процесс в IT\n              ']",data\habr/post__300168.txt
78,300170,Интернет вещей для бизнес-объектов (часть 7),"['IoT', 'Интернет вещей', 'сеть объектов', 'развитие Интернета', 'информационные коммуникации', '\n                Исследования и прогнозы в IT\n              ', '\n                Учебный процесс в IT\n              ']",data\habr/post__300170.txt
79,300172,Кадровые перестановки в крупнейших ИТ- и медиакомпаниях России и мира за две недели,"['кадры', 'компании', 'увольнения', 'кадровые перестановки', 'facebook', 'маркетинг', 'google', 'mail.ru group', '\n                Управление персоналом\n              ', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300172.txt
80,300174,Все что нужно для малого бизнеса: офис в кармане,"['виртуальная атс', 'телефония', 'телекоммуникации', '\n                Блог компании IPtelefon\n              ', '\n                Монетизация IT-систем\n              ']",data\habr/post__300174.txt
81,300176,"Откуда берутся негативные отзывы о Callbackhunter и его аналогах – компаниях, предлагающих обратный звонок с сайта","['колбекхантер', 'обратный звонок с сайта', 'обзор аналогов колбекхантер', 'обзор обратных звонков с сайта', 'callbackhunter', 'callbackrating', 'рейтинг обратных звонков с сайта', 'рейтинг аналогов callbackhunter', '\n                Блог компании CallBackRating\n              ', '\n                Веб-аналитика\n              ', '\n                Интернет-маркетинг\n              ', '\n                Повышение конверсии\n              ', '\n                Контент-маркетинг\n              ']",data\habr/post__300176.txt
82,300178,Комитет Госдумы по информационной политике рекомендовал принять в первом чтении законопроект о новостных агрегаторах,"['яндекс', 'новостные сайты', 'закон о сми', 'поправки к законам', 'российский интернет', 'агрегация новостей', 'законопроекты', 'роскомнадзор', '\n                Управление медиа\n              ']",data\habr/post__300178.txt
83,300182,"15 людей, которые доказывают, что вам не придется просыпаться рано, чтобы быть успешным","['самоосознанность', 'самооценка', 'работа над собой', 'саморазвитие', 'самосовершенствование', 'жизненный курс', 'психология', 'жизненный опыт', 'расстановка приоритетов', 'трудности', 'мудрость', 'мудрые советы', 'советы и рекомендации', '\n                Блог компании TESTutor\n              ', '\n                GTD\n              ']",data\habr/post__300182.txt
84,300184,Почему Yahoo! выгодно водить за нос потенциальных покупателей,"['yahoo!', 'продажа бизнеса', 'смена стратегии', 'слияния и поглощения', 'марисса майер', 'потенциальный покупатель', 'конфликт интересов', '\n                Монетизация веб-сервисов\n              ']",data\habr/post__300184.txt
85,300186,Как мы логотип за 300 рублей по всему миру заказывали,"['лого', 'дизайн', 'фриланс', 'тракторист', '\n                Блог компании Логомашина\n              ', '\n                Фриланс\n              ']",data\habr/post__300186.txt
86,300188,Email-рассылка для B2B: основные принципы создания эффективных писем,"['рассылка', 'email маркетинг', 'b2b', '\n                Блог компании SendPulse\n              ', '\n                Интернет-маркетинг\n              ', '\n                Контент-маркетинг\n              ', '\n                Email-маркетинг\n              ']",data\habr/post__300188.txt
87,300190,Реклама в Instagram руководство для начинающего,"['реклама в instagram', 'инстаграм', 'instagram', 'реклама в социальных сетях', '\n                Блог компании Ямбокс\n              ', '\n                Интернет-маркетинг\n              ', '\n                Управление медиа\n              ']",data\habr/post__300190.txt
88,300192,"Интересные события, произошедшие в выходные","['маркетинг', 'агрегаторы', 'закон', 'кадровые перестановки', 'доходность appstore', 'uber', 'вымпелком', 'чернобыльская аэс', 'царь-колокол', 'нейросеть', 'отток игроков', '\n                Управление медиа\n              ']",data\habr/post__300192.txt
89,300194,Зачем ЦБ разрабатывает законопроект о регулировании рынка P2P-кредитования и краудвестинга,"['центробанк', 'регулирование', 'p2p-кредитование', 'краудвестинг', 'инвестирование', 'законопроект', '\n                Законодательство в IT\n              ']",data\habr/post__300194.txt
90,300196,Где искать клиентов? Три шага: как вашим партнером может стать Сбербанк,"['учет рабочего времени сотрудников', 'сбербанк', '\n                Блог компании Workly\n              ', '\n                Управление продажами\n              ']",data\habr/post__300196.txt
91,300198,6 бесплатных бизнес-курсов как альтернатива MBA,"['образование', 'курсы', 'mba', 'работа', 'резюме', 'карьера', '\n                Блог компании icanchoose.ru\n              ', '\n                Учебный процесс в IT\n              ', '\n                Образование за рубежом\n              ']",data\habr/post__300198.txt
92,300200,"Подружитесь со своим страхом: он важнее, чем вы думаете","['страх', 'страхи', 'работа над собой', 'работать с умом', 'самоосознанность', 'жизненный опыт', 'жизненный успех', 'жизнь', 'размышление', 'мысли', 'мысли вслух', 'психология', 'психология успеха', 'убеждения', 'установка цели', '\n                Блог компании MBA Consult\n              ', '\n                GTD\n              ']",data\habr/post__300200.txt
93,300202,"7 ошибок, которые совершают кандидаты в социальных сетях","['резюме', 'карьера', 'работа', 'сопроводительные письма', 'поиск работы', 'смена работы', 'работа в it', 'социальные медиа', 'социальный рекрутинг', '\n                Блог компании icanchoose.ru\n              ', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300202.txt
94,300204,У вас «скучный» бизнес? Ошибаетесь,"['advertizing', 'byyd', 'mobile', 'mobile video', 'programmatic', 'мобильный маркетинг', 'потребительское поведение', 'советы', '\n                Блог компании BYYD\n              ', '\n                Контент-маркетинг\n              ', '\n                Аналитика мобильных приложений\n              ']",data\habr/post__300204.txt
95,300206,Интернет-издания находятся на стадии борьбы за рекламодателей и трафик,"['издания', 'реклама', 'facebook', 'социальные сети', '\n                Монетизация веб-сервисов\n              ']",data\habr/post__300206.txt
96,300208,Amazon добавляет ежемесячную подписку для Prime и Prime Video,"['Amazon Prime', 'Prime video', 'prime', '\n                Бизнес-модели\n              ']",data\habr/post__300208.txt
97,300210,30+ кейсов: как скорость сайта влияет на конверсию,"['ускорение сайта', 'a/b-тестирование', 'время ответа сервера', 'конверсия', 'показатель отказов', 'google', 'mozilla', 'bing', 'walmart', 'autoanything', 'facebook', 'amazon', 'yahoo', 'manicurshop', 'aol', 'icttrainingen', 'shopzilla', 'glassesdirect', 'strangeloop', 'portent', 'soasta', 'kyle rush', 'compuware', 'etsy', 'hotmail', 'gomez', 'edmunds', 'staples', 'intuit', '\n                Интернет-маркетинг\n              ']",data\habr/post__300210.txt
98,300212,Клиентский портал или 4 ключевых задачи сервисного бизнеса,"['help desk', 'service desk', 'customer support', 'customer service', 'тикет система', '\n                Блог компании Okdesk\n              ', '\n                Help Desk Software\n              ', '\n                CRM-системы\n              ', '\n                Управление проектами\n              ', '\n                Управление продажами\n              ']",data\habr/post__300212.txt
99,300214,"Как работают профессионалы. Виталий Виноградов, CEO Ticketland.ru","['как работают профессионалы', 'виталий виноградов', 'ticketland', '\n                Управление продуктом\n              ', '\n                Управление продажами\n              ', '\n                Карьера в IT-индустрии\n              ']",data\habr/post__300214.txt
100,300216,У e-commerce на посылках: «Почте России» за два года вновь удалось занять половину посылочного рынка,"['финансовые результаты', 'почта россии', 'выручка', 'чистая прибыль', 'монополия', 'российский рынок', 'доставка товаров', '\n                Бизнес-модели\n              ']",data\habr/post__300216.txt
101,300218,Медицина в ногу со временем: в ИТ-парке запускается HealthCareAccelerator,"['ит-парк', 'it park', 'accelerator', 'акселератор стартапов', 'health', 'медицинское по', '\n                Блог компании ГАУ «ИТ-Парк»\n              ', '\n                Управление продуктом\n              ']",data\habr/post__300218.txt
102,300220,"Познакомьтесь с человеком, превращающим Goldman Sachs в «совершенную» машину","['финансы', 'банки', 'автоматизация банков', 'Goldman Sachs', 'инфотехнологии', '\n                Карьера в IT-индустрии\n              ', '\n                Бизнес-модели\n              ']",data\habr/post__300220.txt
103,300222,ИТ-зависимость: Alibaba и Sinopec намерены создать промышленный аналог крупнейшей в Китае ecommerce-площадки Taobao,"['alibaba', 'ecommerce', 'промышленность', 'интернет-торговля', 'taobao', 'электронная коммерция', 'китайские компании', '\n                Управление e-commerce\n              ', '\n                Бизнес-модели\n              ']",data\habr/post__300222.txt
104,300224,"Система материальной мотивации: КПЭ, отвечающие на главный вопрос Жизни, Вселенной и вообще","['мотивация сотрудников', 'кпэ', 'управление персоналом', '\n                Блог компании Ultima\n              ', '\n                Управление персоналом\n              ', '\n                Бизнес-модели\n              ']",data\habr/post__300224.txt
